"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"FIDES_stockID";"area";"areaBis";"TAC.area.description";"Comments";"reportingName";"latinName_old";"FIDES_stockID_old"
"North Sea and Eastern Arctic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL1/2INT";"I-II";"27_1,27_2";"I-II (International waters)";"";"Reinhardtius hippoglossoides";"Reinhardtius hippoglossoides";"GHL1/2INT"
"North Atlantic";"Straightnose rabbitfish";"Rhinochimaera atlantica";"ICES";NA;"No TAC";"V,XIV";"27_5,27_14";"";"";"Rhinochimaera atlantica";"Rhinochimaera atlantica";"No TAC"
"Other regions";"Oilfish";"Ruvettus pretiosus";"SEAFO";NA;"No TAC";"South-East Atlantic";"47";"";"";"Ruvettus pretiosus";"Ruvettus pretiosus";"No TAC"
"Other regions";"Oilfish";"Ruvettus pretiosus";"WCPFC";NA;"No TAC";"West Central Pacific Ocean";"71";"";"";"Ruvettus pretiosus";"Ruvettus pretiosus";"No TAC"
"North Sea and Eastern Arctic";"Salmon";"Salmo salar";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"";"Salmo salar";"Salmo salar";"No TAC"
"North Sea and Eastern Arctic";"Salmon";"Salmo salar";"ICES";NA;"No TAC";"IIIa";"27_3_A";"";"";"Salmo salar";"Salmo salar";"No TAC"
"North Atlantic";"Salmon";"Salmo salar";"ICES";NA;"No TAC";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Salmo salar";"Salmo salar";"No TAC"
"North Sea and Eastern Arctic";"Salmon";"Salmo salar";"ICES";NA;"No TAC";"I-II";"27_1,27_2";"";"";"Salmo salar";"Salmo salar";"No TAC"
"Baltic Sea";"Salmon";"Salmo salar";"ICES";NA;"SAL3BCD-F";"22-31";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31";"";"";"Salmo salar";"Salmo salar";"SAL3BCD-F"
"Other regions";"Salmon";"Salmo salar";"NAFO S1 + ICES Sub- area XIV";NA;"";"21";"";"";"";"Salmo salar";"Salmo salar";""
"Baltic Sea";"Salmon";"Salmo salar";"ICES";NA;"SAL3D32.";"32";"27_3_D_32";"";"";"Salmo salar";"Salmo salar";"SAL3D32."
"Baltic Sea";"Sea trout";"Salmo trutta";"ICES";NA;"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";"";"Salmo trutta";"Salmo trutta";"No TAC"
"Baltic Sea";"Pike-perch";"Sander lucioperca";"ICES";NA;"No TAC";"IIId";"27_3_D";"";"";"Sander lucioperca";"Sander lucioperca";"No TAC"
"Other regions";"Atlantic bonito";"Sarda sarda";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Sarda sarda";"Sarda sarda";"No TAC"
"North Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"No TAC";"VIIIc,IXa";"27_8_C,27_9_A";"";"";"Sardina pilchardus";"Sardina pilchardus";"No TAC"
"Mediterranean and Black Sea";"Sardine";"Sardina pilchardus";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Sardina pilchardus";"Sardina pilchardus";"No TAC"
"Other regions";"Sardine";"Sardina pilchardus";"";NA;"No TAC";"Azores, Madeira and Canary Islands";"34";"";"";"Sardina pilchardus";"Sardina pilchardus";"No TAC"
"North Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"No TAC";"VIIIabd";"27_8_A,27_8_B,27_8_D";"";"";"Sardina pilchardus";"Sardina pilchardus";"No TAC"
"Other regions";"Sardine";"Sardina pilchardus";"CECAF";NA;"No TAC";"34.1.1,34.1.3";"34_1_1,34_1_3";"";"";"Sardina pilchardus";"Sardina pilchardus";"No TAC"
"Other regions";"Round sardinella";"Sardinella aurita";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Sardinella aurita";"Sardinella aurita";"No TAC"
"Other regions";"Short-body sardinella";"Sardinella maderensis";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Sardinella maderensis";"Sardinella maderensis";"No TAC"
"Other regions";"Sardinella";"Sardinella maderensis";"";NA;"No TAC";"Azores, Madeira and Canary Islands";"34";"";"";"Sardinella maderensis";"Sardinella maderensis";"No TAC"
"Other regions";"Imperial blackfish";"Schedophilus ovalis";"SEAFO";NA;"No TAC";"South-East Atlantic";"47";"";"";"Schedophilus ovalis";"Schedophilus ovalis";"No TAC"
"Other regions";"Violet warehou";"Schedophilus velaini";"SEAFO";NA;"No TAC";"South-East Atlantic";"47";"";"";"Schedophilus velaini";"Schedophilus velaini";"No TAC"
"Other regions";"Atlantic chub mackerel";"Scomber japonicus";"";NA;"No TAC";"Azores, Madeira and Canary Islands";"34";"";"";"Scomber japonicus";"Scomber colias";"No TAC"
"North Atlantic";"Spanish mackerel";"Scomber japonicus";"ICES";NA;"No TAC";"VIII,IX,X";"27_8,27_9,27_10";"";"";"Scomber japonicus";"Scomber colias";"No TAC"
"Other regions";"Chub mackerel";"Scomber japonicus";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Scomber japonicus";"Scomber japonicus";"No TAC"
"North Atlantic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC2CX14-,MAC2A34.,MAC2A4A-N";"II,IIIa,IV,V,VI,VII,VIII,IX";"27_2,27_3_A,27_4,27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9";"VI, VII, VIIIabde, EC waters of Vb,  international waters of Iia, XII and XIV";"";"Scomber scombrus";"Scomber scombrus";"MAC2CX14-"
"North Sea and Eastern Arctic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC2A34.";"IIIa";"27_3_A";"IIIa";"";"Scomber scombrus";"Scomber scombrus";"MAC2A34."
"North Sea and Eastern Arctic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC2A34.,MAC2A4A-N";"II";"27_2";"IIa";"";"Scomber scombrus";"Scomber scombrus";"MAC2A34."
"North Sea and Eastern Arctic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC2A34.,MAC2A4A-N";"IV, VIId";"27_4,27_7_D";"IVa) (1), IVb) (1),IVc) (1)";"";"Scomber scombrus";"Scomber scombrus";"MAC2A34."
"Mediterranean and Black Sea";"Mackerel";"Scomber spp,Scomber australasicus,Scomber scombrus,Scomber japonicus";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Scomber spp";"Scomber spp";"No TAC"
"Other regions";"Mackerel";"Scomber spp,Scomber australasicus,Scomber scombrus,Scomber japonicus";"SEAFO";NA;"No TAC";"South-East Atlantic";"47";"";"";"Scomber spp";"Scomber spp";"No TAC"
"Other regions";"Other Mackerel";"Scomber spp,Scomber australasicus,Scomber scombrus,Scomber japonicus";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Scomber spp";"Scomber spp";"No TAC"
"Other regions";"Serra Spanish mackerel";"Scomberomorus brasiliensis";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Scomberomorus brasiliensis";"Scomberomorus brasiliensis";"No TAC"
"Other regions";"King mackerel";"Scomberomorus cavalla";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Scomberomorus cavalla";"Scomberomorus cavalla";"No TAC"
"Other regions";"Narrow-barred Spanish mackerel";"Scomberomorus commerson";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Scomberomorus commerson";"Scomberomorus commerson";"No TAC"
"Other regions";"Indo-Pacific king mackerel";"Scomberomorus guttatus";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Scomberomorus guttatus";"Scomberomorus guttatus";"No TAC"
"Other regions";"Atlantic Spanish mackerel";"Scomberomorus maculatus";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Scomberomorus maculatus";"Scomberomorus maculatus";"No TAC"
"Other regions";"Cero";"Scomberomorus regalis";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Scomberomorus regalis";"Scomberomorus regalis";"No TAC"
"Other regions";"West African Spanish mackerel";"Scomberomorus tritor";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Scomberomorus tritor";"Scomberomorus tritor";"No TAC"
"North Sea and Eastern Arctic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL2AC4-C,T/B2AC4-C";"IV, VIId";"27_4,27_7_D";"EC waters of IIa) and IV";"";"Scophthalmus rhombus";"Scophthalmus rhombus";"BLL2AC4-C"
"Baltic Sea";"Brill";"Scophthalmus rhombus";"ICES";NA;"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";"";"Scophthalmus rhombus";"Scophthalmus rhombus";"No TAC"
"North Sea and Eastern Arctic";"Brill";"Scophthalmus rhombus";"ICES";NA;"No TAC";"IIIa";"27_3_A";"";"";"Scophthalmus rhombus";"Scophthalmus rhombus";"No TAC"
"North Atlantic";"Brill";"Scophthalmus rhombus";"ICES";NA;"No TAC";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Scophthalmus rhombus";"Scophthalmus rhombus";"No TAC"
"Mediterranean and Black Sea";"Small-spotted catshark";"Scyliorhinus canicula";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Scyliorhinus canicula";"Scyliorhinus canicula";"No TAC"
"North Sea and Eastern Arctic";"Small-spotted catshark";"Scyliorhinus canicula";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"";"Scyliorhinus canicula";"Scyliorhinus canicula";"No TAC"
"North Atlantic";"Small-spotted catshark";"Scyliorhinus canicula";"ICES";NA;"No TAC";"VI,VIIa-c,VIIe-j,VIIIa-d,IXa";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8_A,27_8_B,27_8_C,27_8_D,27_9_A";"";"";"Scyliorhinus canicula";"Scyliorhinus canicula";"No TAC"
"Mediterranean and Black Sea";"Catsharks, nursehounds nei";"Scyliorhinus spp";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Scyliorhinus spp";"Scyliorhinus spp";"No TAC"
"Mediterranean and Black Sea";"Nursehound";"Scyliorhinus stellaris";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Scyliorhinus stellaris";"Scyliorhinus stellaris";"No TAC"
"North Sea and Eastern Arctic";"Nursehound";"Scyliorhinus stellaris";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"";"Scyliorhinus stellaris";"Scyliorhinus stellaris";"No TAC"
"North Atlantic";"Nursehound";"Scyliorhinus stellaris";"ICES";NA;"No TAC";"VI,VII";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K ";"";"";"Scyliorhinus stellaris";"Scyliorhinus stellaris";"No TAC"
"North Atlantic";"Knifetooth dogfish";"Scymnodon ringens";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Scymnodon ringens";"Scymnodon ringens";"No TAC"
"North Sea and Eastern Arctic";"Golden Redfish";"Sebastes marinus";"ICES";NA;"REGXXX";"I-II";"27_1,27_2";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"Sebastes marinus";"Sebastes marinus";"REGXXX"
"North Atlantic";"Golden Redfish";"Sebastes marinus";"ICES";NA;"REGXXX";"ICES Sub areas V,VI,XII,XIV & NAFO SA 2 + (Div. 1F + 3K).";"27_5,27_6,27_12,27_14,21_1";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"Sebastes marinus";"Sebastes marinus";"REGXXX"
"North Sea and Eastern Arctic";"Deep sea Redfish";"Sebastes mentella";"ICES";NA;"REBXNS";"I-II";"27_1,27_2";"NEAFC Stock - Pelagic redfish Sub Areas I-II";"";"Sebastes mentella";"Sebastes mentella";"REBXNS"
"Other regions";"Redfish";"Sebastes mentella";"NAFO SA1";NA;"";"21";"";"";"";"Sebastes mentella";"Sebastes mentella";""
"North Atlantic";"Deep sea Redfish";"Sebastes mentella";"ICES";NA;"REBXXX";"ICES Sub areas V,VI,XII,XIV & NAFO SA 2 + (Div. 1F + 3K)";"27_5,27_6,27_12,27_14,21?";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"Sebastes mentella";"Sebastes mentella";"REBXXX"
"North Sea and Eastern Arctic";"Redfish";"Sebastes mentella";"ICES";NA;"No TAC";"IV";"27_4";"";"";"Sebastes mentella";"Sebastes mentella";"No TAC"
"Other regions";"Redfish";"Sebastes spp";"NAFO 3M";NA;"";"21";"";"";"";"Sebastes spp";"Sebastes spp";""
"Other regions";"Redfish";"Sebastes spp";"NAFO 3O";NA;"";"21";"";"";"";"Sebastes spp";"Sebastes spp";""
"Other regions";"Redfish";"Sebastes spp";"NAFO 3LN";NA;"";"21";"";"";"";"Sebastes spp";"Sebastes spp";""
"Other regions";"Bigeye scad";"Selar crumenophthalmus";"SIOFA";NA;"No TAC";"Runion et Mayotte";"";"";"";"Selar crumenophthalmus";"Selar crumenophthalmus";"No TAC"
"Other regions";"Cuttlefish";"Sepia hierredda";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Sepia hierredda";"Sepia hierredda";"No TAC"
"North Atlantic";"Cuttlefish";"Sepia officinalis";"ICES";NA;"No TAC";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Sepia officinalis";"Sepia officinalis";"No TAC"
"Mediterranean and Black Sea";"Cuttlefish";"Sepia officinalis";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Sepia officinalis";"Sepia officinalis";"No TAC"
"Other regions";"Common cuttlefish";"Sepia officinalis";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Sepia officinalis";"Sepia officinalis";"No TAC"
"Other regions";"Cuttlefishes";"Sepia spp";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Sepia spp";"Sepia spp";"No TAC"
"Other regions";"Groupers";"Serranidae";"SIOFA";NA;"No TAC";"Runion et Mayotte";"";"";"";"Serranidae";"Serranidae";"No TAC"
"Other regions";"Groupers";"Serranidae";"WECAFC";NA;"No TAC";"Guadeloupe and Martinique";"31";"";"";"Serranidae";"Serranidae";"No TAC"
"North Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL7FG.";"VIIfg";"27_7_F,27_7_G";"";"";"Solea solea";"Solea solea";"SOL7FG."
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL24-C.";"IV";"27_4";"";"";"Solea solea";"Solea solea";"SOL24-C."
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL3A/BCD,SOL3ABC24";"IIIa";"27_3_A";"";"";"Solea solea";"Solea solea";"SOL3A/BCD"
"North Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL07A.";"VIIa";"27_7_A";"";"";"Solea solea";"Solea solea";"SOL07A."
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL07D.";"VIId";"27_7_D";"";"";"Solea solea";"Solea solea";"SOL07D."
"Baltic Sea";"Sole";"Solea solea";"ICES";NA;"No TAC";"22";"27_3_C_22";"";"";"Solea solea";"Solea solea";"No TAC"
"North Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL7HJK.";"VIIhjk";"27_7_H,27_7_J,27_7_K";"";"";"Solea solea";"Solea solea";"SOL7HJK."
"North Atlantic";"Sole";"Solea solea";"ICES";NA;"No TAC";"Ixa";"27_9_A";"";"";"Solea solea";"Solea solea";"No TAC"
"North Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL7BC.";"VIIbc";"27_7_B,27_7_C";"";"";"Solea solea";"Solea solea";"SOL7BC."
"North Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL07E.";"VIIe";"27_7_E";"";"";"Solea solea";"Solea solea";"SOL07E."
"North Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL8AB.";"VIIIab";"27_8_A,27_8_B";"";"";"Solea solea";"Solea solea";"SOL8AB."
"North Atlantic";"Sole";"Solea solea";"ICES";NA;"No TAC";"VIIIc";"27_8_C";"";"";"Solea solea";"Solea solea";"No TAC"
"Mediterranean and Black Sea";"Sole";"Solea solea";"GFCM";NA;"No TAC";"1.2, 2.1, 3.1";"1.2, 2.1, 3.1";"";"";"Solea solea";"Solea vulgaris";"No TAC"
"North Atlantic";"Sea breams (in plural)";"Sparidae";"ICES";NA;"No TAC";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Sparidae";"Sparidae";"No TAC"
"Other regions";"Sea bream";"Sparidae";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Sparidae";"Sparidae";"No TAC"
"Other regions";"Parrotfish";"Sparisoma cretense";"";NA;"No TAC";"Azores, Madeira and Canary Islands";"34";"";"";"Sparisoma cretense";"Sparisoma cretense";"No TAC"
"Mediterranean and Black Sea";"Gilthead sea bream";"Sparus aurata";"GFCM";NA;"No TAC";"1.2, 3.1";"1.2, 3.1";"";"";"Sparus aurata";"Sparus aurata";"No TAC"
"Other regions";"Sea bream";"Sparus spp";"CECAF";NA;"No TAC";"34.1.1";"34_1_1";"";"";"Sparus spp";"Sparus spp";"No TAC"
"Other regions";"Scalloped hammerhead shark";"Sphyrna lewini";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Sphyrna lewini";"Sphyrna lewini";"No TAC"
"Mediterranean and Black Sea";"Hammerhead sharks nei";"Sphyrna spp";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Sphyrna spp";"Sphyrna spp";"No TAC"
"Mediterranean and Black Sea";"Picarels";"Spicara smaris";"GFCM";NA;"No TAC";"2.1, 3.1, 3.2";"2.1, 3.1, 3.2";"";"";"Spicara smaris";"Spicara smaris";"No TAC"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR2AC4-C";"IV";"27_4";"EC waters of IIa) and IV";"";"Sprattus sprattus";"Sprattus sprattus";"SPR2AC4-C"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR7DE.";"VIId";"27_7_D";"VIId)e)";"";"Sprattus sprattus";"Sprattus sprattus";"SPR7DE."
"Baltic Sea";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR3B23.,SPR3BCD-C,SPR3C22.,SPR3D24.,SPR3D25.,SPR3D26.,SPR3D27.,SPR3D28.,SPR3D29.,SPR3D30.,SPR3D31.,SPR3D32.";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";"To be checked";"Sprattus sprattus";"Sprattus sprattus";"SPR3B23.,SPR3BCD-C,SPR3C22.,SPR3D24.,SPR3D25.,SPR3D26.,SPR3D27.,SPR3D28.,SPR3D29.,SPR3D30.,SPR3D31.,SPR3D32."
"Mediterranean and Black Sea";"Sprat";"Sprattus sprattus";"GFCM";NA;"No TAC";"Black Sea GSA 29";"Black Sea GSA 29";"";"";"Sprattus sprattus";"Sprattus sprattus";"No TAC"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR03A.";"IIIa";"27_3_A";"IIIa)";"";"Sprattus sprattus";"Sprattus sprattus";"SPR03A."
"North Sea and Eastern Arctic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS15X14";"all areas";"27_4,27_7_D";"";"";"Squalus acanthias";"Squalus acanthias";"DGS15X14"
"Mediterranean and Black Sea";"Picked dogfish";"Squalus acanthias";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Squalus acanthias";"Squalus acanthias";"No TAC"
"North Atlantic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS15X14";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Squalus acanthias";"Squalus acanthias";"DGS15X14"
"Mediterranean and Black Sea";"Longnose spurdog";"Squalus blainville";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Squalus blainville";"Squalus blainville";"No TAC"
"Mediterranean and Black Sea";"Dogfishes nei";"Squalus spp";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Squalus spp";"Squalus spp";"No TAC"
"Mediterranean and Black Sea";"Angelshark";"Squatina squatina";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Squatina squatina";"Squatina squatina";"No TAC"
"Mediterranean and Black Sea";"Mantis shrimp";"Squilla mantis";"GFCM";NA;"No TAC";"1.3, 2.1, 2.2";"1.3, 2.1, 2.2";"";"";"Squilla mantis";"Squilla mantis";"No TAC"
"Other regions";"Queen conch";"Strombus gigas";"WECAFC";NA;"No TAC";"West Central Atlantic";"31";"";"";"Strombus gigas";"Strombus gigas";"No TAC"
"Other regions";"White marlin";"Tetrapturus albidus";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Tetrapturus albidus";"Tetrapturus albidus";"No TAC"
"Other regions";"Spearfish";"Tetrapturus angustirostris";"WCPFC";NA;"No TAC";"West Central Pacific Ocean";"71";"";"";"Tetrapturus angustirostris";"Tetrapturus angustirostris";"No TAC"
"Other regions";"Striped marlin";"Tetrapturus audax";"IATTC";NA;"No TAC";"East Pacific Ocean";"";"";"";"Tetrapturus audax";"Tetrapturus audax";"No TAC"
"Other regions";"Striped marlin";"Tetrapturus audax";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Tetrapturus audax";"Tetrapturus audax";"No TAC"
"Other regions";"Striped marlin";"Tetrapturus audax";"WCPFC";NA;"No TAC";"West Central Pacific Ocean";"71";"";"";"Tetrapturus audax";"Tetrapturus audax";"No TAC"
"Other regions";"Albacore tuna";"Thunnus alalunga";"IATTC";NA;"No TAC";"East Pacific Ocean";"";"";"";"Thunnus alalunga";"Thunnus alalunga";"No TAC"
"Other regions";"Albacore tuna";"Thunnus alalunga";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Thunnus alalunga";"Thunnus alalunga";"No TAC"
"Other regions";"Albacore tuna";"Thunnus alalunga";"WCPFC";NA;"No TAC";"West Central Pacific Ocean";"71";"";"";"Thunnus alalunga";"Thunnus alalunga";"No TAC"
"Other regions";"Albacore tuna";"Thunnus alalunga";"ICCAT";NA;"ALBAS05N,ALBAN05N";"Atlantic Ocean and adjacent seas";"31, 34, 41, 47";"";"";"Thunnus alalunga";"Thunnus alalunga";"ALBAS05N,ALBAN05N"
"Other regions";"Yellowfin tuna";"Thunnus albacares";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Thunnus albacares";"Thunnus albacares";"No TAC"
"Other regions";"Yellowfin tuna";"Thunnus albacares";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,27, 37";"";"";"Thunnus albacares";"Thunnus albacares";"No TAC"
"Other regions";"Yellowfin tuna";"Thunnus albacares";"WCPFC";NA;"No TAC";"West Central Pacific Ocean";"71";"";"";"Thunnus albacares";"Thunnus albacares";"No TAC"
"Other regions";"Yellowfin tuna";"Thunnus albacares";"IATTC";NA;"No TAC";"East Pacific Ocean";"";"";"";"Thunnus albacares";"Thunnus albacares";"No TAC"
"Other regions";"Blackfin tuna";"Thunnus atlanticus";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Thunnus atlanticus";"Thunnus atlanticus";"No TAC"
"Other regions";"Bigeye tuna";"Thunnus obesus";"ICCAT";NA;"BETATLANT";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Thunnus obesus";"Thunnus obesus";"BETATLANT"
"Other regions";"Bigeye tuna";"Thunnus obesus";"WCPFC";NA;"No TAC";"West Central Pacific Ocean";"71";"";"";"Thunnus obesus";"Thunnus obesus";"No TAC"
"Other regions";"Bigeye tuna";"Thunnus obesus";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Thunnus obesus";"Thunnus obesus";"No TAC"
"Other regions";"Bigeye tuna";"Thunnus obesus";"IATTC";NA;"No TAC";"East Pacific Ocean";"";"";"";"Thunnus obesus";"Thunnus obesus";"No TAC"
"Other regions";"Pacific bluefin tuna";"Thunnus orientalis";"IATTC";NA;"No TAC";"East Pacific Ocean";"";"";"";"Thunnus orientalis";"Thunnus orientalis";"No TAC"
"Other regions";"Pacific bluefin tuna";"Thunnus orientalis";"WCPFC";NA;"No TAC";"West Central Pacific Ocean";"71";"";"";"Thunnus orientalis";"Thunnus orientalis";"No TAC"
"Other regions";"Bluefin tuna";"Thunnus thynnus";"ICCAT";NA;"BFT*641,BFT*643,BFT*8301,BFT*8302,BFT'*8303F,BFTAE45WM";"Atlantic Ocean and adjacent seas";"31,27,34,37,47";"";"";"Thunnus thynnus";"Thunnus thynnus";"BFT*641,BFT*643,BFT*8301,BFT*8302,BFT'*8303F,BFTAE45WM"
"Other regions";"Longtail tuna";"Thunnus tonggol";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Thunnus tonggol";"Thunnus tonggol";"No TAC"
"Mediterranean and Black Sea";"Squid";"Todarodes spp";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Todarodes spp";"Todarodes spp";"No TAC"
